Approval,Debt-to-Income Ratio,FICO Score,Request Amount,Interest
T,0.07,759,7000,3150
F,0.39,657,21000,9450
F,0.08,608,7000,3150
T,0.12,689,6000,2700
F,0.28,727,16000,7200
F,0.29,707,18000,8100
T,0.24,694,23000,10350
T,0.05,743,18000,8100
T,0.2,685,12000,5400
F,0.32,436,6000,2700
F,0.09,727,6000,2700
F,0.09,662,9000,4050
T,0.18,729,17000,7650
F,0.29,698,14000,6300
F,0.32,734,13000,5850
F,0.01,642,11000,4950
F,0.2,630,33000,14850
T,0.1,681,13000,5850
F,0.09,765,11000,4950
F,0.2,582,4000,1800
T,0.28,691,14000,6300
F,0.4,649,14000,6300
T,0.16,687,8000,3600
F,0.13,684,38000,17100
F,0.2,532,2000,900
F,0.05,653,11000,4950
T,0.09,787,16000,7200
F,0.16,486,500,225
T,0.08,685,28000,12600
F,0.16,660,6000,2700
F,0.17,702,5000,2250
F,0.15,612,39000,17550
F,0.1,648,24000,10800
T,0.23,686,5000,2250
F,0.19,677,22000,9900
T,0.19,668,16000,7200
T,0.28,685,16000,7200
T,0.23,705,16000,7200
F,0.01,572,20000,9000
T,0.13,741,15000,6750
T,0.23,685,3000,1350
F,0.27,755,17000,7650
T,0.15,675,13000,5850
F,0.06,672,8000,3600
F,0.11,521,23000,10350
F,0.3,621,4000,1800
T,0.21,698,21000,9450
F,0.22,560,2000,900
F,0.08,685,38000,17100
T,0.18,732,3000,1350
T,0.11,703,8000,3600
T,0.23,747,35000,15750
F,0.04,557,1000,450
T,0.2,706,19000,8550
T,0.32,722,21000,9450
T,0.18,670,8000,3600
F,0.03,639,5000,2250
F,0.17,478,12000,5400
T,0.07,696,10000,4500
T,0.09,706,14000,6300
F,0.18,657,8000,3600
F,0.11,689,37000,16650
T,0.16,672,6000,2700
F,0.13,699,2000,900
T,0.03,753,25000,11250
F,0.46,648,7000,3150
T,0.05,775,8000,3600
F,0.44,708,15000,6750
T,0.2,746,14000,6300
F,0.29,577,33000,14850
T,0.22,699,8000,3600
F,0.23,639,15000,6750
F,0.03,559,27000,12150
F,0.15,466,7000,3150
T,0.07,698,12000,5400
F,0.14,441,1000,450
F,0.09,618,500,225
F,0.15,656,17000,7650
T,0.18,686,12000,5400
F,0.18,567,1000,450
T,0.3,692,8000,3600
T,0.28,732,12000,5400
T,0.13,667,23000,10350
T,0.04,788,3000,1350
T,0,769,8000,3600
T,0.14,714,13000,5850
T,0.14,670,6000,2700
T,0.19,678,13000,5850
F,0.68,632,18000,8100
T,0.21,679,1000,450
T,0.15,681,14000,6300
T,0.31,704,26000,11700
T,0.2,698,10000,4500
T,0.11,710,8000,3600
T,0.24,690,10000,4500
T,0.07,836,25000,11250
F,0.39,693,11000,4950
T,0.09,704,9000,4050
T,0.04,652,1000,450
F,0.25,587,12000,5400
F,0.25,604,2000,900
F,0.12,657,11000,4950
F,0.06,801,13000,5850
F,0.42,636,7000,3150
T,0.12,687,21000,9450
F,0.26,661,6000,2700
T,0.15,726,14000,6300
F,0.05,476,5000,2250
T,0.1,785,4000,1800
T,0.02,770,5000,2250
T,0.14,665,26000,11700
F,0.08,573,26000,11700
F,0.4,724,21000,9450
T,0.2,679,10000,4500
T,0.08,689,12000,5400
T,0.06,772,26000,11700
T,0.18,704,13000,5850
T,0.11,738,12000,5400
T,0.07,813,17000,7650
F,0.35,757,6000,2700
F,0.18,677,8000,3600
T,0.24,690,10000,4500
F,0.39,663,3000,1350
F,0.39,547,5000,2250
F,0.44,723,7000,3150
F,0.39,623,24000,10800
F,0,646,1000,450
T,0.24,697,10000,4500
F,0.19,558,11000,4950
F,0.15,661,6000,2700
F,0.09,603,22000,9900
T,0.13,773,6000,2700
T,0.12,765,3000,1350
T,0.21,743,22000,9900
T,0.15,667,23000,10350
T,0.14,671,5000,2250
F,0.28,654,33000,14850
F,0.04,644,8000,3600
T,0.09,737,10000,4500
F,0.2,641,7000,3150
T,0.1,691,10000,4500
T,0.12,657,4000,1800
F,0.32,681,5000,2250
F,0.82,484,34000,15300
F,0.26,608,17000,7650
T,0.22,732,36000,16200
T,0.11,738,16000,7200
T,0.14,674,11000,4950
F,0.23,634,15000,6750
F,0.29,684,11000,4950
F,0.32,573,10000,4500
T,0.13,690,22000,9900
F,0.03,634,1000,450
F,0.16,743,8000,3600
F,0.38,643,2000,900
T,0.22,701,17000,7650
T,0.12,697,28000,12600
T,0.13,698,29000,13050
T,0.21,706,11000,4950
F,0.21,548,13000,5850
F,0.02,464,39000,17550
T,0.1,670,23000,10350
F,0.2,530,26000,11700
F,0.2,636,500,225
F,0.08,544,6000,2700
T,0.03,806,9000,4050
F,0.26,485,6000,2700
F,0.01,503,20000,9000
T,0.18,705,10000,4500
F,0.46,642,1000,450
T,0.04,759,24000,10800
F,0.7,418,1000,450
F,0.16,513,2000,900
F,0.55,563,19000,8550
F,0,557,6000,2700
T,0.09,692,5000,2250
T,0.17,680,2000,900
T,0.14,678,6000,2700
T,0.06,751,1000,450
F,0.03,662,32000,14400
F,0.36,661,37000,16650
T,0.1,739,5000,2250
T,0.1,683,25000,11250
F,0.39,709,11000,4950
T,0.1,744,3000,1350
T,0.1,822,29000,13050
F,0.41,673,1000,450
T,0.18,701,25000,11250
F,0.13,651,7000,3150
T,0.27,673,7000,3150
T,0.2,691,19000,8550
T,0.24,653,7000,3150
F,0.91,660,16000,7200
F,0.16,731,7000,3150
F,0.61,710,29000,13050
F,0.24,649,29000,13050
T,0.06,771,9000,4050
T,0.19,714,22000,9900
T,0.1,706,23000,10350
F,0.42,538,30000,13500
F,0.16,667,5000,2250
F,0.15,609,26000,11700
F,0.72,736,10000,4500
T,0.25,722,15000,6750
T,0.09,767,18000,8100
F,0.22,673,34000,15300
T,0.11,761,22000,9900
T,0.09,707,11000,4950
F,0.91,744,27000,12150
T,0.15,740,2000,900
T,0.26,702,13000,5850
F,0.22,611,9000,4050
F,0.11,711,12000,5400
F,0.08,643,32000,14400
F,0.11,637,9000,4050
T,0.03,669,9000,4050
F,0.32,661,32000,14400
T,0.13,792,27000,12150
T,0.26,680,1000,450
T,0.03,663,12000,5400
T,0.13,716,13000,5850
T,0.22,733,28000,12600
T,0.11,798,5000,2250
F,0.06,475,3000,1350
T,0.06,692,19000,8550
T,0.21,701,3000,1350
T,0.15,706,15000,6750
F,0.26,634,4000,1800
F,0.19,601,4000,1800
F,0.23,591,3000,1350
F,0.13,662,9000,4050
F,0.05,661,18000,8100
F,0.01,653,18000,8100
T,0.1,732,3000,1350
T,0.28,663,15000,6750
F,0.51,688,4000,1800
T,0.18,749,16000,7200
F,0.14,712,8000,3600
T,0.25,688,20000,9000
F,0.38,682,16000,7200
T,0.2,720,13000,5850
T,0.05,696,14000,6300
T,0.22,681,8000,3600
F,0.11,629,3000,1350
F,0.05,495,6000,2700
F,0.1,651,8000,3600
T,0.27,674,30000,13500
F,0.36,764,17000,7650
T,0.23,696,6000,2700
T,0.13,709,27000,12150
F,0.18,696,9000,4050
F,0.15,638,15000,6750
F,0.48,591,20000,9000
T,0.15,708,9000,4050
F,0.02,656,13000,5850
F,0.03,682,16000,7200
T,0.09,665,9000,4050
F,0.12,698,10000,4500
F,0.22,560,13000,5850
F,0.24,523,18000,8100
T,0.16,738,8000,3600
T,0.13,673,15000,6750
T,0.03,693,12000,5400
T,0.08,702,6000,2700
F,0.41,659,14000,6300
T,0.17,745,3000,1350
T,0.16,720,18000,8100
F,0.01,638,4000,1800
T,0.12,787,12000,5400
F,0.03,624,500,225
T,0.23,681,500,225
F,0.53,671,7000,3150
F,0.22,518,26000,11700
T,0.11,740,18000,8100
F,0.13,631,26000,11700
T,0.22,715,7000,3150
F,0.01,469,36000,16200
T,0.28,705,13000,5850
F,0.26,658,32000,14400
T,0.17,718,12000,5400
F,0.16,602,7000,3150
T,0.22,683,4000,1800
F,0.04,624,7000,3150
T,0.1,704,5000,2250
F,0.05,584,20000,9000
F,0.12,709,17000,7650
T,0.13,717,15000,6750
T,0.09,698,12000,5400
T,0.13,715,6000,2700
F,0.77,436,9000,4050
F,0.4,636,5000,2250
F,0.18,623,4000,1800
T,0.04,750,7000,3150
T,0.14,694,23000,10350
T,0.01,687,7000,3150
T,0.03,762,11000,4950
F,0.1,675,500,225
T,0.12,706,6000,2700
F,0.38,641,14000,6300
F,0.12,579,5000,2250
F,0.38,614,15000,6750
T,0.11,675,12000,5400
F,0.31,636,1000,450
T,0.08,776,4000,1800
F,0.01,661,17000,7650
F,0.02,616,12000,5400
T,0.12,750,12000,5400
F,0.3,642,12000,5400
T,0.21,682,12000,5400
F,0.01,612,26000,11700
T,0.2,675,15000,6750
T,0.17,659,10000,4500
F,0.24,670,3000,1350
F,0.32,668,7000,3150
F,0.22,657,19000,8550
F,0.16,558,500,225
F,0.13,656,10000,4500
T,0.08,698,19000,8550
F,0.05,596,38000,17100
T,0.14,667,19000,8550
F,0.05,532,22000,9900
F,0.16,709,27000,12150
T,0.13,672,8000,3600
T,0.06,728,24000,10800
T,0,704,4000,1800
F,0.12,537,30000,13500
T,0.01,705,7000,3150
T,0.25,741,27000,12150
T,0.15,710,6000,2700
T,0.25,684,9000,4050
F,0.06,687,17000,7650
T,0.28,718,1000,450
F,0.26,658,14000,6300
T,0.09,679,12000,5400
F,0.21,584,2000,900
F,0.09,551,19000,8550
F,0.24,702,24000,10800
T,0.09,697,13000,5850
F,0.09,592,34000,15300
T,0.24,757,11000,4950
T,0.23,769,31000,13950
T,0.15,764,11000,4950
F,0.02,469,22000,9900
F,0.31,637,9000,4050
F,0.5,603,2000,900
F,0.34,678,17000,7650
F,0.02,644,10000,4500
F,0.33,601,21000,9450
T,0.08,672,10000,4500
F,0.66,724,18000,8100
T,0.05,679,17000,7650
T,0.13,673,6000,2700
F,0.07,528,36000,16200
F,0.16,703,30000,13500
T,0.22,724,19000,8550
F,0.1,637,8000,3600
T,0.2,665,21000,9450
F,0.27,492,4000,1800
F,0.26,683,32000,14400
T,0.18,658,7000,3150
T,0.16,714,12000,5400
F,0.3,696,26000,11700
F,0.01,666,31000,13950
T,0.17,688,16000,7200
T,0.32,736,17000,7650
T,0.13,682,13000,5850
F,0.74,707,15000,6750
F,0.76,625,1000,450
T,0.27,693,10000,4500
T,0.06,741,5000,2250
F,0.13,671,19000,8550
T,0.07,708,26000,11700
T,0.06,745,16000,7200
F,0.04,649,7000,3150
T,0.2,714,17000,7650
T,0.11,660,2000,900
T,0.14,678,2000,900
F,0.37,670,7000,3150
T,0.12,725,6000,2700
F,0.25,663,25000,11250
F,0.2,655,10000,4500
F,0.12,687,4000,1800
F,0.13,732,9000,4050
T,0.14,765,3000,1350
F,0.51,698,12000,5400
T,0.1,669,1000,450
F,0.37,507,3000,1350
F,0.29,704,3000,1350
F,0.09,679,32000,14400
T,0.03,665,4000,1800
F,0.27,695,20000,9000
T,0.07,775,19000,8550
T,0.16,713,5000,2250
T,0.16,699,11000,4950
F,0.11,644,14000,6300
T,0.14,687,11000,4950
F,0.28,659,30000,13500
T,0.17,691,15000,6750
T,0.05,681,4000,1800
T,0.16,684,11000,4950
F,0.11,692,9000,4050
T,0.13,700,7000,3150
T,0.29,704,10000,4500
T,0.04,782,22000,9900
F,0.2,463,5000,2250
F,0.3,623,11000,4950
T,0.11,725,8000,3600
T,0.02,768,11000,4950
T,0.13,722,7000,3150
F,0.19,655,20000,9000
T,0.13,672,500,225
T,0.09,704,11000,4950
F,0.14,582,4000,1800
F,0.31,597,4000,1800
T,0.01,676,5000,2250
T,0.25,665,11000,4950
T,0.13,709,11000,4950
T,0.11,706,13000,5850
F,0.18,617,3000,1350
T,0.15,705,1000,450
F,0.18,538,31000,13950
F,0.29,706,21000,9450
T,0.03,712,8000,3600
T,0.11,755,13000,5850
T,0.13,729,18000,8100
T,0.13,709,17000,7650
F,0.1,729,29000,13050
F,0.17,608,7000,3150
F,0.03,656,13000,5850
F,0.29,730,3000,1350
F,0.45,484,14000,6300
F,0.35,619,17000,7650
T,0.07,796,12000,5400
F,0.11,645,32000,14400
F,0.24,683,15000,6750
T,0.22,677,16000,7200
F,0.2,628,4000,1800
F,0.04,748,2000,900
T,0.07,761,28000,12600
F,0.23,656,20000,9000
T,0.13,671,8000,3600
F,0.11,602,9000,4050
F,0.09,739,11000,4950
T,0.09,697,27000,12150
T,0.28,732,9000,4050
F,0.28,501,5000,2250
T,0.13,808,6000,2700
T,0.15,688,9000,4050
F,0.06,678,17000,7650
F,0.04,729,25000,11250
T,0.01,691,7000,3150
F,0.21,744,9000,4050
F,0.38,670,35000,15750
T,0.16,663,18000,8100
F,0.51,584,13000,5850
T,0.2,761,21000,9450
F,0.19,700,12000,5400
F,0.27,733,10000,4500
F,0.28,649,32000,14400
F,0.24,633,17000,7650
F,0.2,735,7000,3150
T,0.05,721,8000,3600
T,0.21,686,5000,2250
F,0.25,670,30000,13500
T,0.2,670,20000,9000
F,0.12,622,18000,8100
T,0.3,691,23000,10350
F,0.03,438,4000,1800
T,0.09,778,3000,1350
T,0.26,712,4000,1800
T,0.17,712,26000,11700
T,0.06,686,500,225
F,0.3,725,35000,15750
F,0.02,592,1000,450
T,0.15,684,2000,900
F,0.35,476,5000,2250
F,0.13,688,7000,3150
T,0.09,663,27000,12150
T,0.09,692,9000,4050
F,0.1,657,18000,8100
F,0.29,628,15000,6750
T,0.3,693,17000,7650
T,0,767,23000,10350
T,0.17,746,9000,4050
T,0,748,28000,12600
T,0.13,673,2000,900
T,0.21,717,7000,3150
T,0.05,716,19000,8550
T,0.03,756,13000,5850
T,0.09,707,21000,9450
T,0.07,688,12000,5400
F,0.27,688,28000,12600
F,0.25,457,26000,11700
F,0.29,692,22000,9900
T,0,668,14000,6300
T,0.08,715,18000,8100
F,0.11,626,36000,16200
T,0.11,708,16000,7200
F,0.07,657,23000,10350
T,0.08,669,38000,17100
F,0.13,438,1000,450
F,0.02,509,35000,15750
F,0.15,551,8000,3600
F,0.17,747,26000,11700
T,0.1,812,2000,900
T,0.19,768,25000,11250
F,0,639,12000,5400
F,0.08,613,3000,1350
T,0.25,713,7000,3150
F,0.03,644,18000,8100
F,0.02,468,15000,6750
F,0.32,673,36000,16200
T,0.2,739,15000,6750
F,0.18,666,11000,4950
T,0.16,721,16000,7200
F,0.16,666,33000,14850
T,0.22,667,13000,5850
T,0.11,754,13000,5850
T,0.15,761,5000,2250
T,0,684,25000,11250
F,0.32,684,26000,11700
T,0.1,673,33000,14850
T,0.12,680,15000,6750
F,0.16,751,31000,13950
T,0.24,664,5000,2250
F,0.11,609,32000,14400
T,0.21,741,17000,7650
F,0.24,624,16000,7200
F,0.83,578,7000,3150
T,0.21,715,15000,6750
F,0.04,641,4000,1800
T,0.15,701,12000,5400
T,0.1,707,13000,5850
F,0.02,452,23000,10350
F,0.22,742,30000,13500
F,0.02,644,7000,3150
F,0.19,608,6000,2700
T,0.17,723,28000,12600
T,0.13,732,24000,10800
F,0.48,673,5000,2250
T,0.09,682,8000,3600
F,0.51,592,36000,16200
T,0.05,738,6000,2700
F,0.14,617,3000,1350
T,0.06,667,17000,7650
T,0.07,726,1000,450
T,0.19,667,11000,4950
T,0.21,755,12000,5400
T,0.2,670,16000,7200
F,0.4,697,10000,4500
T,0.16,674,14000,6300
T,0.13,692,20000,9000
T,0.19,681,4000,1800
T,0.06,721,16000,7200
F,0.06,601,17000,7650
T,0.19,674,8000,3600
T,0.09,729,9000,4050
T,0.05,741,5000,2250
T,0.02,701,2000,900
F,0.1,798,12000,5400
F,0.2,636,36000,16200
F,0.13,540,13000,5850
T,0.14,699,10000,4500
F,0.5,509,2000,900
T,0.09,723,27000,12150
T,0.08,782,9000,4050
F,0.19,713,9000,4050
F,0.37,685,5000,2250
T,0.03,779,35000,15750
F,0.05,505,5000,2250
F,0.31,457,14000,6300
T,0.14,682,11000,4950
T,0.17,687,18000,8100
T,0.11,692,8000,3600
F,0.11,633,4000,1800
F,0.38,651,36000,16200
F,0.12,645,12000,5400
T,0.25,690,26000,11700
T,0.07,803,7000,3150
T,0.12,728,7000,3150
T,0.13,688,13000,5850
T,0.12,736,22000,9900
T,0.17,675,19000,8550
F,0.3,656,19000,8550
T,0.22,718,8000,3600
T,0.15,694,10000,4500
F,0.86,631,38000,17100
T,0.21,699,8000,3600
T,0.25,736,24000,10800
T,0.23,684,17000,7650
T,0.14,703,27000,12150
T,0.13,711,9000,4050
F,0.93,722,22000,9900
F,0.35,667,6000,2700
T,0.27,703,18000,8100
F,0.06,627,14000,6300
F,0.39,691,35000,15750
T,0.03,681,13000,5850
F,0.14,701,30000,13500
T,0.32,685,21000,9450
F,0.2,740,4000,1800
T,0.27,712,24000,10800
F,0.23,610,8000,3600
T,0.11,702,4000,1800
T,0.1,753,25000,11250
T,0.03,718,6000,2700
F,0.52,741,31000,13950
T,0.09,725,13000,5850
F,0.14,601,3000,1350
F,0.27,656,15000,6750
F,0.14,665,37000,16650
F,0.28,687,6000,2700
F,0.47,582,7000,3150
T,0.21,675,17000,7650
F,0.24,687,11000,4950
F,0.45,689,23000,10350
T,0.01,795,19000,8550
T,0.21,731,17000,7650
T,0.12,672,5000,2250
F,0.29,746,23000,10350
F,0.83,579,4000,1800
F,0.11,600,4000,1800
T,0.14,681,2000,900
T,0.14,713,4000,1800
T,0.16,691,6000,2700
F,0.07,711,12000,5400
T,0.12,695,4000,1800
F,0.11,729,500,225
T,0.28,750,10000,4500
T,0.08,673,19000,8550
T,0.2,719,1000,450
T,0.11,747,11000,4950
T,0.06,707,25000,11250
T,0.11,678,21000,9450
T,0.22,727,5000,2250
F,0.04,600,19000,8550
F,0.14,638,9000,4050
T,0,720,4000,1800
T,0.15,687,28000,12600
F,0.47,546,13000,5850
F,0.22,563,7000,3150
F,0.24,729,13000,5850
T,0.23,697,9000,4050
F,0.44,694,12000,5400
T,0.13,716,17000,7650
T,0.11,720,2000,900
T,0.17,718,11000,4950
T,0.22,707,18000,8100
T,0.23,702,12000,5400
F,0.15,661,16000,7200
F,0.18,458,500,225
F,0.04,672,2000,900
F,0.1,682,11000,4950
F,0.12,812,9000,4050
T,0.13,759,2000,900
F,0.88,677,3000,1350
F,0.87,726,9000,4050
T,0.09,735,4000,1800
F,0.11,677,14000,6300
T,0.25,679,5000,2250
T,0.25,778,40000,18000
F,0.05,555,7000,3150
F,0.41,684,8000,3600
F,0.09,467,6000,2700
T,0.13,762,39000,17550
F,0.31,678,4000,1800
F,0.16,623,21000,9450
T,0.1,710,8000,3600
F,0.08,569,2000,900
T,0.04,660,19000,8550
T,0.18,673,9000,4050
F,0.09,624,4000,1800
T,0.26,681,7000,3150
F,0.42,515,10000,4500
F,0.03,492,5000,2250
F,0.41,649,15000,6750
T,0.13,751,14000,6300
F,0.33,493,2000,900
T,0.09,710,34000,15300
T,0.17,710,10000,4500
F,0.46,636,6000,2700
F,0.21,673,19000,8550
T,0.15,674,13000,5850
F,0.09,677,10000,4500
T,0.18,687,15000,6750
T,0.15,670,25000,11250
T,0.25,728,4000,1800
F,0.2,660,10000,4500
T,0.18,704,22000,9900
F,0.61,683,16000,7200
F,0.08,487,4000,1800
F,0.1,633,22000,9900
F,0.75,679,5000,2250
F,0.15,688,38000,17100
F,0.13,661,7000,3150
T,0.17,688,4000,1800
F,0.18,618,23000,10350
T,0.01,700,34000,15300
F,0.05,645,8000,3600
T,0,687,500,225
T,0.03,774,4000,1800
F,0.06,618,17000,7650
T,0.25,671,20000,9000
T,0.17,725,25000,11250
T,0.05,689,19000,8550
F,0.36,604,4000,1800
T,0.11,728,11000,4950
T,0.01,675,8000,3600
T,0.17,689,6000,2700
F,0.12,459,2000,900
T,0.26,728,14000,6300
T,0.09,720,39000,17550
F,0.44,681,29000,13050
T,0.15,675,22000,9900
T,0.13,775,5000,2250
T,0.03,689,20000,9000
T,0.08,815,31000,13950
T,0.11,698,4000,1800
F,0.24,569,3000,1350
T,0.06,698,5000,2250
F,0.23,492,7000,3150
T,0.19,693,3000,1350
T,0.27,684,14000,6300
F,0.33,691,19000,8550
T,0.1,680,7000,3150
F,0.06,625,5000,2250
T,0.27,689,4000,1800
T,0.15,744,9000,4050
T,0.03,676,8000,3600
T,0.25,680,40000,18000
F,0.34,663,9000,4050
F,0.89,487,7000,3150
F,0.33,670,4000,1800
T,0.14,789,3000,1350
T,0.22,665,22000,9900
F,0.12,763,22000,9900
F,0.27,676,29000,13050
T,0.17,675,17000,7650
F,0.13,685,37000,16650
T,0.21,692,10000,4500
F,0.15,703,27000,12150
T,0.09,744,11000,4950
T,0.24,687,9000,4050
F,0.11,464,500,225
T,0.21,706,25000,11250
T,0.07,706,20000,9000
T,0.28,719,19000,8550
F,0.05,632,9000,4050
T,0.16,668,7000,3150
F,0.29,683,6000,2700
F,0.09,562,3000,1350
T,0.2,785,11000,4950
F,0.19,631,10000,4500
F,0.51,705,34000,15300
F,0.36,621,15000,6750
T,0.28,657,3000,1350
F,0.03,663,14000,6300
F,0.08,463,4000,1800
T,0.25,678,4000,1800
T,0.03,813,26000,11700
F,0.13,583,5000,2250
T,0.08,668,18000,8100
F,0.32,621,14000,6300
F,0.27,664,10000,4500
T,0.11,713,6000,2700
T,0.26,660,18000,8100
F,0.04,454,6000,2700
F,0.54,688,14000,6300
T,0.2,714,9000,4050
T,0,735,4000,1800
F,0.2,649,4000,1800
F,0.37,654,28000,12600
T,0.03,676,5000,2250
T,0.06,805,2000,900
F,0.23,613,26000,11700
T,0.18,684,12000,5400
T,0.18,674,500,225
F,0.23,650,3000,1350
F,0.11,430,2000,900
F,0.42,606,6000,2700
F,0.9,501,2000,900
T,0.23,701,23000,10350
F,0.01,496,13000,5850
T,0.04,728,5000,2250
T,0.3,689,28000,12600
F,0.06,474,30000,13500
T,0.05,737,5000,2250
T,0.28,765,11000,4950
F,0.18,677,8000,3600
F,0.22,620,10000,4500
F,0.12,515,1000,450
F,0.34,514,31000,13950
T,0.18,699,35000,15750
T,0.19,712,8000,3600
F,0.96,716,24000,10800
F,0.1,472,4000,1800
F,0.21,672,16000,7200
T,0.05,702,6000,2700
T,0.1,685,11000,4950
T,0.21,713,19000,8550
T,0.17,727,8000,3600
F,0.26,633,11000,4950
T,0.18,772,12000,5400
F,0.26,647,11000,4950
F,0.19,480,24000,10800
T,0.15,695,12000,5400
T,0.24,688,17000,7650
F,0.46,704,15000,6750
T,0.12,704,32000,14400
F,0.24,435,5000,2250
F,0.09,598,29000,13050
T,0.19,705,10000,4500
T,0.16,677,12000,5400
F,0.08,631,20000,9000
F,0.17,696,32000,14400
F,0.16,651,10000,4500
F,0.05,657,11000,4950
F,0.45,641,17000,7650
T,0.21,684,5000,2250
F,0.05,517,7000,3150
T,0.15,683,14000,6300
T,0.1,674,21000,9450
T,0.09,783,33000,14850
F,0.69,647,1000,450
T,0.3,671,8000,3600
T,0.17,692,3000,1350
T,0.07,722,3000,1350
F,0.36,728,23000,10350
T,0.12,667,3000,1350
F,0.1,616,33000,14850
F,0.05,598,500,225
F,0.24,653,26000,11700
F,0.14,649,6000,2700
F,0.3,719,35000,15750
T,0.17,661,11000,4950
F,0.34,698,16000,7200
T,0.13,708,10000,4500
F,0.12,597,5000,2250
F,0.28,712,11000,4950
T,0.27,750,12000,5400
T,0.3,719,36000,16200
F,0.13,657,6000,2700
T,0.1,685,1000,450
F,0.44,604,4000,1800
T,0.19,673,12000,5400
F,0.13,674,31000,13950
F,0.14,652,8000,3600
T,0.19,688,12000,5400
T,0.22,728,5000,2250
F,0.31,576,20000,9000
F,0.15,619,24000,10800
F,0.03,697,3000,1350
F,0.16,694,10000,4500
F,0.12,719,7000,3150
F,0.01,617,3000,1350
T,0.29,708,24000,10800
F,0.27,694,34000,15300
F,0.31,667,11000,4950
F,0.07,487,36000,16200
T,0.05,779,16000,7200
F,0.42,755,13000,5850
F,0.27,663,15000,6750
T,0.07,706,18000,8100
F,0.17,608,23000,10350
F,0.17,651,32000,14400
T,0.13,682,35000,15750
T,0.2,667,2000,900
T,0.19,712,11000,4950
F,0.16,674,23000,10350
T,0.23,675,2000,900
T,0.15,670,12000,5400
T,0.17,711,10000,4500
T,0.08,684,16000,7200
F,0.17,586,19000,8550
F,0.19,666,34000,15300
F,0.19,740,5000,2250
