Approval,Debt-to-Income Ratio,FICO Score,Request Amount,Interest
T,0.17,689,17000,7650
T,0.18,676,18000,8100
T,0.16,727,12000,5400
T,0.09,736,16000,7200
F,0.27,745,24000,10800
T,0.14,735,3000,1350
F,0.07,729,17000,7650
T,0.22,671,10000,4500
T,0.03,722,9000,4050
F,0.1,731,23000,10350
T,0.07,771,5000,2250
T,0.12,704,13000,5850
F,0.58,662,3000,1350
F,0.25,747,24000,10800
F,0.21,594,7000,3150
T,0.24,721,18000,8100
T,0.13,681,13000,5850
F,0.15,517,2000,900
T,0.09,668,16000,7200
F,0.06,655,10000,4500
F,0.03,536,5000,2250
T,0.09,681,13000,5850
F,0.43,690,15000,6750
F,0.31,723,27000,12150
T,0.15,698,12000,5400
T,0.16,702,6000,2700
T,0.13,770,21000,9450
F,0.32,716,4000,1800
T,0.12,734,27000,12150
T,0.1,705,1000,450
F,0.27,690,13000,5850
F,0.17,623,28000,12600
F,0.34,694,34000,15300
F,0.15,669,14000,6300
T,0.13,740,13000,5850
T,0.2,682,21000,9450
F,0.05,703,11000,4950
F,0.02,496,4000,1800
F,0.05,523,35000,15750
F,0.02,683,5000,2250
F,0.73,669,4000,1800
F,0.08,762,5000,2250
T,0.15,681,1000,450
F,0.26,619,500,225
T,0.17,757,3000,1350
F,0.1,497,8000,3600
T,0.17,743,22000,9900
F,0.36,690,12000,5400
F,0.32,657,15000,6750
T,0.22,707,11000,4950
F,0.23,575,5000,2250
T,0.33,678,9000,4050
T,0.15,770,22000,9900
F,0.66,668,9000,4050
F,0.26,530,32000,14400
F,0.02,528,10000,4500
T,0.13,671,20000,9000
F,0.41,695,14000,6300
T,0.3,710,21000,9450
T,0.32,728,11000,4950
T,0.19,713,7000,3150
T,0.17,670,8000,3600
F,0.08,726,17000,7650
T,0.13,710,4000,1800
T,0.22,723,13000,5850
F,0.19,740,27000,12150
F,0.26,610,16000,7200
F,0.2,719,19000,8550
F,0.16,629,5000,2250
F,0.34,659,36000,16200
T,0.21,762,8000,3600
T,0.2,705,9000,4050
F,0.38,668,35000,15750
F,0.14,705,29000,13050
T,0.2,720,13000,5850
T,0.04,689,5000,2250
F,0.46,641,17000,7650
F,0.27,619,30000,13500
T,0.07,684,10000,4500
F,0.18,689,11000,4950
T,0.06,776,2000,900
F,0.03,541,36000,16200
F,0.27,753,16000,7200
T,0.17,728,13000,5850
F,0.1,654,2000,900
T,0.02,703,5000,2250
F,0.04,670,11000,4950
T,0.11,688,8000,3600
T,0.13,704,8000,3600
T,0.04,709,18000,8100
F,0.41,476,1000,450
F,0.13,712,32000,14400
T,0.08,752,5000,2250
F,0.08,565,2000,900
T,0.25,692,17000,7650
T,0.09,745,24000,10800
T,0.08,762,10000,4500
F,0.18,709,27000,12150
F,0.12,678,34000,15300
F,0.15,599,26000,11700
T,0.16,683,18000,8100
T,0.16,696,6000,2700
F,0.21,570,6000,2700
T,0.16,652,24000,10800
T,0.18,728,8000,3600
T,0.22,677,7000,3150
F,0.47,579,2000,900
T,0.12,645,7000,3150
T,0.15,728,18000,8100
T,0.29,670,13000,5850
F,0.05,556,4000,1800
T,0.01,693,5000,2250
F,0.01,782,4000,1800
F,0.24,693,23000,10350
T,0.17,698,17000,7650
F,0.02,628,2000,900
T,0.23,697,12000,5400
T,0.1,695,9000,4050
F,0.05,703,26000,11700
T,0.13,687,33000,14850
F,0.2,640,36000,16200
F,0.46,498,25000,11250
F,0.03,660,12000,5400
T,0.1,696,15000,6750
T,0.13,805,19000,8550
T,0.11,714,5000,2250
T,0.21,686,13000,5850
F,0.15,650,17000,7650
F,0.02,693,13000,5850
T,0.25,676,18000,8100
T,0.04,785,5000,2250
F,0.14,630,3000,1350
F,0.06,682,16000,7200
F,0.34,714,14000,6300
T,0.21,749,9000,4050
F,0.15,661,4000,1800
F,0.08,670,5000,2250
F,0.27,685,9000,4050
T,0.26,716,18000,8100
T,0.02,811,9000,4050
F,0.45,738,5000,2250
T,0.02,679,11000,4950
F,0.21,644,11000,4950
T,0.17,678,9000,4050
T,0.33,662,5000,2250
F,0.08,667,13000,5850
T,0.1,720,18000,8100
T,0.17,693,8000,3600
T,0.24,677,14000,6300
F,0.22,637,7000,3150
F,0.47,710,28000,12600
T,0.21,677,10000,4500
T,0.13,685,7000,3150
T,0.02,695,6000,2700
T,0.18,718,14000,6300
F,0.05,422,31000,13950
F,0,679,6000,2700
T,0.1,686,14000,6300
F,0.27,508,26000,11700
T,0.17,730,8000,3600
F,0.49,685,9000,4050
T,0.08,718,10000,4500
F,0.07,643,11000,4950
F,0.12,685,9000,4050
F,0.32,695,7000,3150
F,0.02,565,9000,4050
T,0.17,709,8000,3600
T,0.13,690,31000,13950
T,0.22,725,14000,6300
T,0.06,695,7000,3150
T,0.1,706,21000,9450
F,0.2,615,5000,2250
F,0.33,621,5000,2250
F,0.15,529,5000,2250
T,0.12,729,1000,450
F,0.45,528,7000,3150
F,0.03,550,21000,9450
F,0.23,561,3000,1350
F,0.35,703,14000,6300
F,0.05,501,36000,16200
F,0.13,589,4000,1800
T,0.17,750,13000,5850
T,0.1,733,4000,1800
F,0.03,725,6000,2700
F,0.68,691,15000,6750
F,0.03,617,4000,1800
T,0.16,671,19000,8550
T,0.06,725,33000,14850
T,0.17,732,3000,1350
T,0.31,733,10000,4500
F,0.18,566,12000,5400
F,0.02,798,21000,9450
T,0.15,748,4000,1800
F,0.27,675,24000,10800
F,0.15,609,4000,1800
F,0.12,563,14000,6300
T,0.02,777,7000,3150
T,0.21,698,22000,9900
T,0.17,706,24000,10800
F,0.05,519,3000,1350
T,0.26,737,27000,12150
F,0.3,619,10000,4500
F,0.33,591,13000,5850
T,0.14,692,4000,1800
F,0.46,707,11000,4950
F,0.63,694,16000,7200
F,0.5,640,6000,2700
F,0.33,664,25000,11250
F,0.12,474,1000,450
T,0.12,703,10000,4500
F,0.07,574,9000,4050
T,0.02,690,12000,5400
T,0.2,687,4000,1800
F,0.09,599,5000,2250
F,0.08,633,7000,3150
T,0.03,719,19000,8550
F,0,712,3000,1350
F,0.31,569,2000,900
T,0.15,702,13000,5850
T,0.15,671,24000,10800
F,0.42,690,16000,7200
F,0.07,636,14000,6300
F,0.3,720,6000,2700
T,0.18,697,11000,4950
T,0.17,735,25000,11250
F,0.16,722,19000,8550
F,0.38,676,19000,8550
F,0.11,705,24000,10800
T,0.21,760,5000,2250
T,0.09,729,18000,8100
F,0.35,716,10000,4500
F,0.26,648,27000,12150
T,0.21,702,5000,2250
T,0.09,739,23000,10350
T,0.06,706,13000,5850
F,0.19,646,28000,12600
T,0.21,728,9000,4050
F,0.01,521,8000,3600
T,0.01,700,7000,3150
T,0.04,705,8000,3600
F,0.19,628,3000,1350
F,0.19,670,13000,5850
T,0.09,705,11000,4950
F,0.25,492,9000,4050
T,0.09,671,8000,3600
F,0.26,611,4000,1800
F,0.03,621,2000,900
T,0.19,671,7000,3150
F,0.12,649,25000,11250
T,0.17,696,19000,8550
F,0.08,436,13000,5850
T,0.25,798,4000,1800
T,0.02,798,7000,3150
T,0.16,699,3000,1350
T,0.09,807,9000,4050
F,0.57,490,500,225
F,0.49,655,31000,13950
F,0.18,737,18000,8100
F,0.21,704,38000,17100
T,0.08,719,11000,4950
F,0.13,646,24000,10800
F,0.25,696,22000,9900
F,0.3,547,5000,2250
F,0.1,646,16000,7200
T,0.01,743,13000,5850
F,0.09,490,5000,2250
T,0.18,734,9000,4050
T,0.04,730,4000,1800
T,0.06,752,12000,5400
F,0.39,500,3000,1350
T,0.19,727,17000,7650
F,0.1,728,3000,1350
T,0.05,814,3000,1350
F,0.34,688,31000,13950
T,0.21,707,1000,450
F,0.18,591,33000,14850
T,0.31,690,7000,3150
F,0.44,703,24000,10800
T,0.09,708,1000,450
F,0.08,709,6000,2700
F,0.25,651,8000,3600
F,0.12,662,13000,5850
F,0.11,715,37000,16650
F,0.13,665,17000,7650
F,0.1,456,1000,450
T,0.09,678,18000,8100
T,0.18,764,22000,9900
F,0.25,727,25000,11250
F,0.05,522,1000,450
T,0.23,720,27000,12150
F,0.12,638,2000,900
F,0.32,575,8000,3600
T,0.01,794,37000,16650
F,0.24,643,19000,8550
T,0.19,655,11000,4950
T,0.07,711,17000,7650
T,0.28,719,21000,9450
T,0.15,687,18000,8100
T,0.21,686,1000,450
F,0.15,663,15000,6750
F,0.06,629,12000,5400
T,0.18,714,2000,900
F,0.17,583,25000,11250
F,0.42,671,11000,4950
F,0.27,444,11000,4950
F,0.07,619,8000,3600
T,0.02,674,7000,3150
F,0.38,642,5000,2250
T,0.36,685,34000,15300
F,0.07,502,6000,2700
F,0.07,596,35000,15750
T,0.22,673,11000,4950
T,0.2,696,25000,11250
F,0.08,692,14000,6300
T,0.11,689,24000,10800
F,0.03,756,6000,2700
T,0.2,727,15000,6750
T,0.13,712,6000,2700
T,0.14,766,5000,2250
T,0.36,680,5000,2250
F,0.16,602,14000,6300
T,0.17,665,7000,3150
T,0.02,703,5000,2250
T,0.23,679,13000,5850
F,0.39,690,15000,6750
F,0.25,736,10000,4500
F,0.74,512,8000,3600
T,0.14,671,10000,4500
F,0.82,583,4000,1800
T,0.03,682,7000,3150
T,0.11,703,5000,2250
F,0.21,596,4000,1800
T,0.02,750,37000,16650
T,0.17,719,17000,7650
F,0.25,626,16000,7200
T,0.14,741,21000,9450
F,0.01,737,19000,8550
T,0.18,750,9000,4050
F,0.31,655,21000,9450
T,0.04,683,4000,1800
T,0.1,707,14000,6300
T,0.23,689,12000,5400
T,0.22,690,10000,4500
F,0.21,632,17000,7650
F,0.18,550,7000,3150
T,0.12,720,10000,4500
F,0.34,672,28000,12600
F,0.06,666,2000,900
F,0.37,752,33000,14850
T,0.27,715,12000,5400
T,0.26,718,11000,4950
F,0.11,604,16000,7200
T,0.18,734,22000,9900
F,0.1,675,32000,14400
T,0.14,679,2000,900
T,0.15,688,6000,2700
F,0.03,807,23000,10350
F,0.03,525,7000,3150
F,0.33,702,10000,4500
F,0.27,628,35000,15750
T,0.08,671,5000,2250
T,0.14,674,17000,7650
T,0.01,716,7000,3150
T,0.21,727,16000,7200
F,0.11,624,4000,1800
F,0.51,613,29000,13050
T,0.1,685,11000,4950
T,0.22,714,8000,3600
F,0.26,652,7000,3150
F,0.01,535,28000,12600
F,0.14,621,24000,10800
T,0.08,731,4000,1800
F,0.27,692,20000,9000
T,0.24,694,18000,8100
T,0.22,700,10000,4500
T,0.06,698,10000,4500
F,0.73,646,15000,6750
T,0.16,660,8000,3600
T,0.03,682,14000,6300
F,0.39,700,14000,6300
F,0.07,657,18000,8100
T,0.08,771,14000,6300
T,0.27,682,8000,3600
T,0.12,691,30000,13500
F,0.31,640,2000,900
F,0.45,621,15000,6750
F,0.37,419,14000,6300
T,0.07,757,12000,5400
T,0.06,701,5000,2250
F,0.05,714,5000,2250
T,0.16,702,6000,2700
T,0.06,657,8000,3600
T,0.12,678,18000,8100
F,0.14,685,9000,4050
F,0.01,761,36000,16200
F,0.05,628,39000,17550
T,0.11,734,19000,8550
T,0.2,748,26000,11700
F,0.14,475,14000,6300
T,0.15,719,31000,13950
T,0.08,800,4000,1800
T,0.17,700,16000,7200
T,0.12,690,17000,7650
F,0.23,627,1000,450
F,0.33,668,33000,14850
F,0.19,639,6000,2700
T,0.11,764,36000,16200
F,0.39,757,2000,900
T,0.23,712,22000,9900
T,0.2,653,19000,8550
F,0.36,705,8000,3600
F,0,700,21000,9450
F,0.1,596,11000,4950
T,0.12,656,32000,14400
T,0.15,667,5000,2250
T,0.04,718,11000,4950
F,0.18,654,13000,5850
T,0.05,695,8000,3600
T,0.11,692,7000,3150
T,0.08,701,24000,10800
T,0.21,694,12000,5400
T,0.21,716,13000,5850
T,0.34,686,10000,4500
T,0.21,678,14000,6300
T,0.11,695,6000,2700
F,0.09,640,3000,1350
T,0.07,791,17000,7650
T,0.01,784,14000,6300
F,0.08,551,24000,10800
T,0.2,684,13000,5850
F,0.22,704,10000,4500
F,0.29,647,33000,14850
F,0.09,517,13000,5850
F,0.15,644,14000,6300
F,0.2,569,14000,6300
F,0.38,732,33000,14850
T,0.16,655,10000,4500
F,0.21,587,11000,4950
F,0.09,634,15000,6750
F,0.18,600,37000,16650
T,0.29,700,14000,6300
T,0.04,695,19000,8550
F,0.19,619,16000,7200
T,0.2,739,35000,15750
F,0.29,699,17000,7650
T,0.2,721,10000,4500
F,0.22,728,28000,12600
T,0.19,735,8000,3600
F,0.2,712,8000,3600
F,0.59,660,5000,2250
F,0.77,702,26000,11700
F,0.64,669,11000,4950
F,0.13,717,1000,450
F,0.1,708,10000,4500
F,0.12,580,13000,5850
F,0.34,668,21000,9450
F,0.08,618,16000,7200
T,0.17,719,11000,4950
T,0.04,745,22000,9900
T,0.1,671,1000,450
T,0.19,682,4000,1800
T,0.03,687,20000,9000
T,0.2,723,10000,4500
T,0.07,807,39000,17550
T,0.24,675,3000,1350
F,0.12,690,11000,4950
F,0.17,663,7000,3150
F,0.07,550,6000,2700
T,0.03,675,4000,1800
F,0.04,662,39000,17550
F,0.08,655,28000,12600
T,0.14,679,17000,7650
F,0.07,569,8000,3600
F,0.16,650,35000,15750
F,0.2,598,3000,1350
F,0.07,654,14000,6300
T,0.12,710,11000,4950
T,0.22,666,5000,2250
F,0.09,677,2000,900
T,0.05,715,20000,9000
T,0.22,710,16000,7200
F,0.34,627,14000,6300
F,0.05,623,24000,10800
T,0.13,713,12000,5400
T,0.19,797,16000,7200
T,0.18,710,4000,1800
T,0.22,684,21000,9450
F,0.39,706,32000,14400
T,0.23,715,33000,14850
T,0.09,767,5000,2250
T,0.31,693,11000,4950
F,0.25,633,3000,1350
F,0.18,579,7000,3150
F,0.06,593,22000,9900
F,0.32,456,12000,5400
F,0.3,636,12000,5400
F,0.29,638,1000,450
F,0.19,662,25000,11250
F,0.13,533,3000,1350
F,0.02,596,2000,900
T,0.25,763,8000,3600
T,0.18,729,26000,11700
F,0.12,586,8000,3600
F,0.42,643,20000,9000
F,0.38,447,13000,5850
T,0.3,680,31000,13950
F,0.31,697,20000,9000
T,0.17,764,10000,4500
F,0.38,728,34000,15300
F,0.16,609,2000,900
T,0.13,737,22000,9900
T,0.21,714,10000,4500
F,0.25,649,10000,4500
F,0.23,503,3000,1350
F,0.51,758,8000,3600
F,0.21,705,19000,8550
T,0.18,706,4000,1800
F,0.29,686,16000,7200
F,0.64,696,28000,12600
F,0.32,674,25000,11250
T,0.15,698,10000,4500
T,0.23,674,11000,4950
F,0.11,664,4000,1800
F,0.29,730,19000,8550
F,0.24,685,21000,9450
T,0.13,685,13000,5850
F,0.3,641,22000,9900
T,0.17,717,4000,1800
T,0.16,734,6000,2700
T,0.11,714,4000,1800
T,0.09,717,500,225
F,0.35,594,8000,3600
T,0.13,687,4000,1800
T,0.12,709,13000,5850
F,0.09,505,5000,2250
T,0.07,681,7000,3150
T,0.25,710,12000,5400
T,0.29,740,8000,3600
F,0.15,622,12000,5400
F,0.13,523,5000,2250
T,0.06,777,7000,3150
T,0.05,702,4000,1800
F,0.27,792,11000,4950
F,0.02,606,500,225
F,0.46,616,38000,17100
F,0.11,571,16000,7200
T,0.08,745,2000,900
F,0.34,698,8000,3600
T,0.11,679,12000,5400
F,0.26,593,12000,5400
T,0.25,723,4000,1800
F,0.21,651,9000,4050
F,0.19,635,7000,3150
F,0.32,606,7000,3150
T,0.22,682,19000,8550
T,0.11,668,2000,900
F,0.09,775,15000,6750
T,0,770,29000,13050
F,0.13,546,13000,5850
F,0.01,473,3000,1350
F,0.49,707,23000,10350
T,0.17,702,8000,3600
T,0.19,762,3000,1350
F,0.35,667,4000,1800
T,0.1,651,7000,3150
T,0.21,713,12000,5400
T,0.18,677,5000,2250
T,0.12,689,10000,4500
T,0.06,764,5000,2250
F,0.17,476,23000,10350
T,0.1,701,10000,4500
F,0.16,654,35000,15750
T,0.19,702,6000,2700
F,0.18,582,13000,5850
T,0.14,742,13000,5850
F,0.12,629,19000,8550
F,0.1,602,9000,4050
F,0.28,580,3000,1350
F,0.1,658,13000,5850
T,0.22,695,7000,3150
F,0.1,614,5000,2250
F,0.32,717,14000,6300
F,0.09,648,25000,11250
F,0.37,519,6000,2700
F,0.12,711,5000,2250
T,0.25,718,12000,5400
T,0.15,745,13000,5850
T,0.09,677,10000,4500
F,0.33,725,18000,8100
T,0.11,683,8000,3600
F,0.24,621,12000,5400
T,0.24,735,2000,900
F,0.45,671,30000,13500
T,0.19,681,10000,4500
F,0.36,714,32000,14400
F,0.25,476,500,225
T,0.19,685,13000,5850
T,0.12,753,12000,5400
F,0.01,595,1000,450
T,0.13,697,17000,7650
T,0.11,701,9000,4050
F,0.4,610,7000,3150
F,0.27,552,4000,1800
T,0.04,687,9000,4050
F,0.07,642,9000,4050
T,0.05,788,24000,10800
T,0.07,672,13000,5850
T,0.13,683,25000,11250
F,0.03,763,16000,7200
F,0.56,739,29000,13050
T,0.19,698,22000,9900
F,0.15,700,13000,5850
T,0.06,708,19000,8550
T,0.04,705,11000,4950
F,0.09,659,4000,1800
T,0.07,781,21000,9450
F,0.5,642,2000,900
F,0.05,597,16000,7200
F,0.32,622,10000,4500
T,0.2,719,31000,13950
F,0.32,669,4000,1800
T,0.26,683,15000,6750
F,0.34,656,3000,1350
T,0.11,657,13000,5850
T,0.3,722,17000,7650
F,0.27,672,32000,14400
F,0.06,623,4000,1800
T,0.13,679,6000,2700
F,0.19,493,15000,6750
T,0.25,732,17000,7650
T,0.11,731,16000,7200
F,0.34,660,7000,3150
F,0.28,752,18000,8100
F,0.05,718,9000,4050
F,0.02,666,11000,4950
F,0.26,652,11000,4950
F,0.13,627,6000,2700
F,0.09,622,21000,9450
T,0.15,696,11000,4950
F,0.21,484,5000,2250
F,0.01,641,14000,6300
F,0.13,717,12000,5400
F,0,679,8000,3600
F,0.05,735,7000,3150
F,0.1,650,13000,5850
T,0.15,703,34000,15300
F,0.33,679,28000,12600
T,0.25,722,17000,7650
F,0.23,635,27000,12150
F,0.34,690,11000,4950
F,0.13,667,11000,4950
F,0.02,711,15000,6750
F,0.05,416,8000,3600
T,0.21,674,1000,450
T,0.04,795,16000,7200
F,0.01,629,7000,3150
T,0.19,668,15000,6750
F,0.18,705,18000,8100
T,0.11,698,15000,6750
F,0.22,607,1000,450
F,0.12,698,15000,6750
T,0.11,641,10000,4500
F,0.14,493,18000,8100
F,0.12,694,500,225
F,0.23,651,3000,1350
T,0.01,664,5000,2250
F,0.01,559,33000,14850
F,0.01,744,6000,2700
T,0.12,694,6000,2700
T,0.16,799,17000,7650
T,0.06,720,10000,4500
T,0.28,695,22000,9900
T,0.11,708,17000,7650
T,0.13,719,11000,4950
T,0.11,667,9000,4050
F,0.21,616,37000,16650
T,0.1,688,4000,1800
F,0.09,616,8000,3600
F,0.06,559,3000,1350
T,0.07,666,34000,15300
F,0.45,671,19000,8550
T,0.17,726,4000,1800
T,0.13,775,3000,1350
F,0.22,685,17000,7650
F,0.14,630,4000,1800
T,0.16,744,9000,4050
T,0.09,704,9000,4050
T,0.1,760,6000,2700
T,0.32,718,20000,9000
F,0.4,664,5000,2250
T,0.08,722,12000,5400
T,0.06,812,9000,4050
F,0.49,649,4000,1800
F,0.2,673,3000,1350
T,0.24,760,8000,3600
F,0.32,716,8000,3600
T,0.07,679,5000,2250
T,0.09,673,12000,5400
T,0.15,709,17000,7650
T,0.18,742,22000,9900
T,0.12,710,8000,3600
F,0.16,706,16000,7200
T,0.17,684,5000,2250
T,0.1,739,14000,6300
F,0.14,679,35000,15750
F,0.46,681,10000,4500
F,0.32,476,9000,4050
T,0.22,697,25000,11250
F,0.06,516,7000,3150
F,0.25,651,21000,9450
F,0.46,663,33000,14850
F,0.17,450,14000,6300
F,0.4,668,10000,4500
F,0.03,724,21000,9450
F,0.77,704,12000,5400
F,0.09,597,5000,2250
T,0.13,832,8000,3600
F,0.1,603,2000,900
T,0.1,793,9000,4050
F,0.82,566,7000,3150
F,0.26,664,22000,9900
F,0.16,539,3000,1350
T,0.18,677,500,225
T,0.13,689,7000,3150
T,0.05,709,10000,4500
F,0.37,755,37000,16650
T,0.08,733,7000,3150
F,0.51,651,13000,5850
F,0.4,572,35000,15750
F,0.13,527,11000,4950
F,0.14,546,7000,3150
T,0.33,664,14000,6300
F,0.22,713,17000,7650
F,0.26,561,5000,2250
F,0.34,705,16000,7200
F,0.12,612,2000,900
F,0.04,608,13000,5850
T,0.14,694,12000,5400
T,0.18,660,21000,9450
T,0.26,676,10000,4500
T,0.22,671,7000,3150
F,0.21,687,24000,10800
T,0.08,716,17000,7650
F,0.46,678,10000,4500
F,0.17,651,23000,10350
T,0.07,726,10000,4500
T,0.09,750,23000,10350
F,0.01,686,8000,3600
F,0.07,753,19000,8550
F,0.02,715,5000,2250
F,0.19,628,28000,12600
T,0.14,700,3000,1350
T,0.2,690,11000,4950
F,0,582,10000,4500
F,0.08,474,5000,2250
T,0.22,714,3000,1350
T,0.28,772,6000,2700
T,0.12,710,21000,9450
F,0.22,651,16000,7200
F,0.44,668,35000,15750
F,0.05,528,6000,2700
F,0.73,687,11000,4950
T,0.21,668,11000,4950
F,0.44,666,17000,7650
T,0.2,683,6000,2700
T,0.12,694,6000,2700
F,0.04,628,1000,450
T,0.17,723,12000,5400
T,0.16,687,5000,2250
T,0.07,759,3000,1350
T,0.06,725,12000,5400
T,0.14,669,10000,4500
T,0.27,741,14000,6300
F,0.24,575,2000,900
F,0.24,568,29000,13050
T,0.2,730,5000,2250
F,0.38,712,22000,9900
F,0.33,694,36000,16200
T,0.15,722,22000,9900
F,0.35,671,16000,7200
F,0.62,393,6000,2700
T,0.08,753,28000,12600
F,0.42,490,21000,9450
F,0.25,641,3000,1350
T,0.19,659,11000,4950
T,0.2,755,7000,3150
T,0.28,696,25000,11250
T,0.29,725,7000,3150
T,0.08,677,7000,3150
T,0.06,697,25000,11250
T,0.29,701,17000,7650
F,0.28,640,4000,1800
F,0.12,596,21000,9450
F,0.57,668,9000,4050
F,0.04,620,14000,6300
T,0.2,707,5000,2250
F,0.43,561,7000,3150
T,0.16,731,4000,1800
T,0.12,684,1000,450
F,0.44,631,11000,4950
T,0.17,708,19000,8550
T,0.22,690,10000,4500
F,0.37,672,25000,11250
T,0.26,681,9000,4050
T,0.2,702,14000,6300
T,0.12,699,27000,12150
T,0.15,689,25000,11250
T,0.22,747,6000,2700
F,0.13,632,10000,4500
F,0.57,688,28000,12600
F,0.01,434,5000,2250
F,0.31,734,19000,8550
F,0.09,421,3000,1350
F,0.2,773,12000,5400
T,0.25,736,25000,11250
T,0.06,683,10000,4500
T,0.18,680,8000,3600
F,0.05,509,38000,17100
T,0.23,667,16000,7200
T,0.08,671,9000,4050
T,0.09,661,10000,4500
F,0.03,677,21000,9450
T,0.15,689,5000,2250
F,0.3,601,4000,1800
T,0.2,689,25000,11250
T,0.04,713,14000,6300
F,0.77,674,27000,12150
T,0.07,679,8000,3600
F,0.29,727,6000,2700
F,0.2,650,4000,1800
F,0.24,672,18000,8100
T,0.19,695,13000,5850
F,0.17,526,11000,4950
T,0.22,729,5000,2250
F,0.04,627,8000,3600
F,0.07,643,11000,4950
F,0.16,544,1000,450
F,0.23,468,5000,2250
T,0.01,769,2000,900
F,0.32,633,9000,4050
T,0.19,758,20000,9000
F,0.16,685,28000,12600
F,0.29,680,33000,14850
T,0.13,760,8000,3600
T,0.23,690,7000,3150
T,0.13,769,21000,9450
T,0.2,777,11000,4950
F,0.25,684,19000,8550
T,0.29,667,19000,8550
F,0.18,664,28000,12600
T,0.16,725,15000,6750
F,0.1,542,500,225
F,0.22,650,10000,4500
T,0.22,669,14000,6300
T,0.08,742,10000,4500
T,0.11,798,6000,2700
T,0.21,688,6000,2700
T,0.21,774,12000,5400
F,0.27,673,9000,4050
T,0.15,743,6000,2700
T,0.11,702,18000,8100
F,0.26,714,33000,14850
F,0.11,548,12000,5400
F,0.96,518,18000,8100
F,0.44,607,4000,1800
F,0.72,717,9000,4050
T,0.08,691,7000,3150
F,0.68,636,18000,8100
F,0.09,655,2000,900
T,0.35,701,24000,10800
T,0.21,718,10000,4500
T,0.1,671,11000,4950
T,0.02,740,17000,7650
T,0.19,698,35000,15750
F,0.14,674,35000,15750
F,0.26,674,8000,3600
